Rank_PL_Dez25,Instituição,PL_202512,PL_202603,Delta_PL,LL_202603,Residual_Delta_PL_menos_LL,Pct_Delta_PL_explicado_por_LL,Residual_pct_Delta_PL,Var_PL_pct,Leitura_PL_vs_LL
74,INDUSTRIAL DO BRASIL - PRUDENCIAL,676982450.7,722504114.66,45521663.95999992,12809785.819999993,32711878.139999926,0.281399771134377,0.718600228865623,0.06724201478624815,aumento pouco explicado por LL
68,OMNI - PRUDENCIAL,882897997.95,926714767.73,43816769.77999997,-18171119.51999998,61987889.29999995,-0.41470696291021736,1.4147069629102174,0.04962834878064973,aumento não explicado por LL
85,RENDIMENTO - PRUDENCIAL,477450170.95,520711953.66,43261782.71000004,68210938.93,-24949156.21999997,1.5767019909291193,-0.5767019909291192,0.09061004758657955,LL excede o aumento; outras mutações reduziram PL
76,MAGALUPAY IP - PRUDENCIAL,652078569.74,688508247.02,36429677.27999997,14939638.22999999,21490039.049999982,0.41009526697624377,0.5899047330237562,0.05586700586483833,aumento pouco explicado por LL
92,SENFFNET IP - PRUDENCIAL,361985903.65,396934374.36,34948470.71000004,5523464.379999995,29425006.330000043,0.15804595359360116,0.8419540464063988,0.09654649630719132,aumento pouco explicado por LL
57,RODOBENS - PRUDENCIAL,1692078410.94,1723046186.37,30967775.42999983,60540196.620000005,-29572421.190000176,1.954941734734749,-0.9549417347347491,0.018301619611585437,LL excede o aumento; outras mutações reduziram PL
116,BANCO AFINZ BM - PRUDENCIAL,158067175.97,188095413.04,30028237.069999993,-47840832.81,77869069.88,-1.5931948551783568,2.5931948551783566,0.18997136429956296,aumento não explicado por LL
99,BCO GUANABARA S.A. - PRUDENCIAL,253651963.22,282980588.07,29328624.849999994,20082738.409999996,9245886.439999998,0.6847487228846326,0.3152512771153674,0.1156254596955845,aumento parcialmente explicado por LL
122,AVANCARD PROVER IP - PRUDENCIAL,128567722.72,155723406.87,27155684.150000006,3348574.3200000003,23807109.830000006,0.12331025436529094,0.876689745634709,0.21121696468981377,aumento pouco explicado por LL
125,EAGLE SCD - PRUDENCIAL,111046517.05,137700299.17,26653782.11999999,-703463.0600000024,27357245.179999992,-0.0263926168838962,1.0263926168838962,0.24002357595780163,aumento não explicado por LL
64,SOFISA - PRUDENCIAL,1083906369.21,1110488040.89,26581671.680000067,38656914.57999992,-12075242.899999857,1.4542695074021705,-0.45426950740217054,0.024523955606399833,LL excede o aumento; outras mutações reduziram PL
75,BMW - PRUDENCIAL,674877158.93,700921397.82,26044238.890000105,28558107.76999998,-2513868.879999876,1.0965230310863527,-0.0965230310863527,0.0385910806809532,aumento majoritariamente explicado por LL
109,BANCO B3 - PRUDENCIAL,196542865.82,221391340.09,24848474.27000001,18489653.86,6358820.410000011,0.7440961428494174,0.25590385715058267,0.12642776000201913,aumento parcialmente explicado por LL
50,SUMUP IP - PRUDENCIAL,2184505581.55,2209257402.92,24751821.369999886,5301428.060000002,19450393.309999883,0.2141833516310653,0.7858166483689347,0.011330628577491392,aumento pouco explicado por LL
112,GAZINCRED SCFI - PRUDENCIAL,185014244.04,207862563.66,22848319.620000005,15800227.619999997,7048092.000000007,0.6915268992547468,0.30847310074525325,0.12349492191022983,aumento parcialmente explicado por LL
108,STONEX DTVM - PRUDENCIAL,199024104.0,217869978.51,18845874.50999999,8957141.579999998,9888732.929999992,0.4752839447830963,0.5247160552169037,0.09469141742750914,aumento pouco explicado por LL
60,NEON PAGAMENTOS IP - PRUDENCIAL,1325500938.58,1343063244.93,17562306.350000143,38100759.390000105,-20538453.03999996,2.1694621782975445,-1.1694621782975443,0.013249561610129466,LL excede o aumento; outras mutações reduziram PL
39,BNP PARIBAS - PRUDENCIAL,4607532552.18,4624389448.27,16856896.090000153,59702872.05000305,-42845975.9600029,3.54174764625974,-2.54174764625974,0.0036585517083377976,LL excede o aumento; outras mutações reduziram PL
81,YAMAHA MOTOR - PRUDENCIAL,566981686.25,582573252.0,15591565.75,21387811.700000048,-5796245.950000048,1.3717552196449576,-0.37175521964495756,0.02749924050126231,LL excede o aumento; outras mutações reduziram PL
113,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,184738493.27,200097578.72,15359085.449999988,9592824.819999993,5766260.629999995,0.6245700534207264,0.3754299465792737,0.08313960549387124,aumento parcialmente explicado por LL
100,STARK SCD - PRUDENCIAL,249023149.0,263430377.86,14407228.860000014,4386459.900000006,10020768.960000008,0.30446242942516855,0.6955375705748315,0.05785497821329058,aumento pouco explicado por LL
77,BCO ABN AMRO CLEARING - PRUDENCIAL,595810619.3,608065734.79,12255115.49000001,11375556.129999995,879559.3600000143,0.928229206757152,0.07177079324284798,0.020568810110162483,aumento majoritariamente explicado por LL
101,BBC S.A. - PRUDENCIAL,248416888.13,260621121.5,12204233.370000005,2221977.4799999893,9982255.890000015,0.18206612514162276,0.8179338748583772,0.049128034176216556,aumento pouco explicado por LL
91,ASAAS GESTAO FINANCEIRA IP - PRUDENCIAL,365935575.01,377165130.5,11229555.49000001,4959417.040000021,6270138.449999988,0.441639657457182,0.5583603425428181,0.030687247310385544,aumento pouco explicado por LL
123,CALCARD IP - PRUDENCIAL,124140206.63,134682963.77,10542757.140000015,-868489.6200000048,11411246.76000002,-0.08237784561164647,1.0823778456116464,0.08492620905185629,aumento não explicado por LL
124,TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL,116468253.88,126790086.08,10321832.200000003,3559256.5600000024,6762575.640000001,0.34482798121829583,0.6551720187817042,0.08862356784909672,aumento pouco explicado por LL
97,CREDI SHOP S.A. - PRUDENCIAL,290610109.19,299540314.76,8930205.569999993,4089183.4700000063,4841022.099999987,0.4579047411559205,0.5420952588440795,0.03072916353423016,aumento pouco explicado por LL
82,BCO TRIANGULO S.A. - PRUDENCIAL,528933101.54,537695332.8,8762231.25999993,-5616569.50999999,14378800.769999921,-0.6409976344313052,1.6409976344313053,0.016565859150218635,aumento não explicado por LL
117,WISE BRASIL CC - PRUDENCIAL,156177334.45,164002394.92,7825060.469999999,11001089.620000005,-3176029.150000006,1.4058791829374842,-0.40587918293748426,0.05010368820518693,LL excede o aumento; outras mutações reduziram PL
107,GENIAL - PRUDENCIAL,205906687.03,212748915.3,6842228.270000011,-47720686.34000003,54562914.610000044,-6.974436463810051,7.974436463810051,0.033229752606349874,aumento não explicado por LL
111,WESTERN UNION - PRUDENCIAL,193524732.8,200303824.1,6779091.299999982,2088885.7199999988,4690205.579999983,0.30813653741468333,0.6918634625853166,0.035029586151171174,aumento pouco explicado por LL
78,AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,591710811.18,594547343.64,2836532.460000038,7114565.760000002,-4278033.2999999635,2.508191201873257,-1.5081912018732568,0.004793781702827731,LL excede o aumento; outras mutações reduziram PL
96,CAIXA GERAL - PRUDENCIAL,301518602.14,302430466.67,911864.530000031,-5066164.830000043,5978029.360000074,-5.5558305683848355,6.5558305683848355,0.0030242397103467517,aumento não explicado por LL
89,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,391588788.07,392024858.69,436070.62000000477,56751968.50999999,-56315897.889999986,130.1439856461767,-129.1439856461767,0.0011135932214740869,LL excede o aumento; outras mutações reduziram PL
114,RECARGAPAY IP - PRUDENCIAL,184071757.35,183100788.69,-970968.6599999964,7706333.640000045,-8677302.300000042,-7.9367480717658525,8.936748071765853,-0.005274946433818009,queda apesar de LL positivo
79,BR PARTNERS - PRUDENCIAL,584367790.39,582430435.37,-1937355.019999981,-5256767.6000003815,3319412.5800004005,2.7133734115497496,-1.7133734115497494,-0.003315300829135387,queda com LL negativo
120,CREDIARE CFI - PRUDENCIAL,142296610.55,138181631.47,-4114979.080000013,1523153.8200000003,-5638132.900000013,-0.3701486181067038,1.3701486181067037,-0.028918321132843122,queda apesar de LL positivo
90,CELCOIN IP - PRUDENCIAL,380628087.0,373917749.43,-6710337.569999993,-20204638.560000017,13494300.990000024,3.010972003901741,-2.010972003901741,-0.017629643736721913,queda com LL negativo
115,BANCO PAULISTA - PRUDENCIAL,175683473.53,164809610.64,-10873862.890000015,-12362549.679999992,1488686.7899999768,1.1369050543546053,-0.13690505435460523,-0.06189462600842291,queda com LL negativo
70,DM SCFI - PRUDENCIAL,862693125.44,851255641.36,-11437484.080000043,-540202.8200000525,-10897281.25999999,0.047230913391579595,0.9527690866084204,-0.013257882487665094,queda com LL negativo
105,DOCK IP - PRUDENCIAL,213508155.14,200492960.21,-13015194.929999977,-8539302.36999999,-4475892.5599999875,0.6561025336867548,0.34389746631324525,-0.06095877190951208,queda com LL negativo
55,SCANIA - PRUDENCIAL,1724352300.35,1710004550.5,-14347749.849999905,-5931153.069999933,-8416596.779999971,0.41338559230595817,0.5866144076940418,-0.008320660370324367,queda com LL negativo
119,ZEMA CFI - PRUDENCIAL,150874631.14,136087274.41,-14787356.72999999,1361881.0100000054,-16149237.739999995,-0.09209766389398563,1.0920976638939857,-0.09801088902930584,queda apesar de LL positivo
106,FATOR - PRUDENCIAL,211938092.92,195204910.78,-16733182.139999986,14735691.840000004,-31468873.97999999,-0.8806269911312886,1.8806269911312885,-0.07895315990370942,queda apesar de LL positivo
94,BANCO TRAVELEX - PRUDENCIAL,315158191.06,289671770.04,-25486421.01999998,1047725.9500000179,-26534146.97,-0.04110918316768898,1.041109183167689,-0.0808686613356905,queda apesar de LL positivo
73,FACTA S.A. CFI - PRUDENCIAL,734927489.93,703539067.05,-31388422.879999995,18762311.05000007,-50150733.93000007,-0.5977462175060411,1.597746217506041,-0.042709550683686724,queda apesar de LL positivo
52,PAGUEVELOZ IP - PRUDENCIAL,1878467694.5,1845929059.86,-32538634.640000105,52242740.67,-84781375.3100001,-1.605560320769496,2.605560320769496,-0.017321902705737538,queda apesar de LL positivo
95,ANDBANK - PRUDENCIAL,309027497.25,271453241.57,-37574255.68000001,-6890271.99000001,-30683983.689999998,0.18337747123138776,0.8166225287686122,-0.12158871302511579,queda com LL negativo
102,99PAY IP - PRUDENCIAL,245035961.14,206727601.95,-38308359.19,2788138.6400000155,-41096497.83000001,-0.07278146856072683,1.0727814685607269,-0.15633770248160728,queda apesar de LL positivo
80,HAITONG - PRUDENCIAL,579476653.66,537832740.39,-41643913.26999998,-9432103.589999914,-32211809.680000067,0.22649417044086353,0.7735058295591365,-0.07186469550925857,queda com LL negativo
31,BCO COOPERATIVO SICREDI - PRUDENCIAL,5372922819.79,5317210185.89,-55712633.89999962,62768698.13000107,-118481332.03000069,-1.126651061636515,2.126651061636515,-0.010369148370193254,queda apesar de LL positivo
98,IUGU IP - PRUDENCIAL,258028181.98,197329197.24,-60698984.73999998,-1517402.0300000012,-59181582.70999998,0.024998804123325797,0.9750011958766742,-0.23524168668019688,queda com LL negativo
45,SCOTIABANK BRASIL - PRUDENCIAL,3207510383.16,3111135609.91,-96374773.25,90030796.68999863,-186405569.93999863,-0.9341738886010673,1.9341738886010673,-0.030046597434566294,queda apesar de LL positivo
93,HS FINANCEIRA - PRUDENCIAL,343357151.41,234878493.32,-108478658.09000003,58977609.78,-167456267.87000003,-0.5436793819026489,1.5436793819026489,-0.31593533917826144,queda apesar de LL positivo
33,UBS (BRASIL) - PRUDENCIAL,5066726370.02,4895411622.53,-171314747.49000072,-53557676.069999695,-117757071.42000103,0.31262735318876,0.68737264681124,-0.03381172279278316,queda com LL negativo
48,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2206882901.31,1950912332.59,-255970568.72000003,-25151976.909999847,-230818591.81000018,0.09826120649641164,0.9017387935035883,-0.1159873813730926,queda com LL negativo
19,STONE IP - PRUDENCIAL,8382441307.77,8122116707.32,-260324600.45000076,2184216248.16,-2444540848.6100006,-8.390356671572079,9.390356671572079,-0.03105594073276673,queda apesar de LL positivo
59,BOCOM - PRUDENCIAL,1430071978.55,,,,,,,,sem variação material de PL
56,COBUCCIO SCFI - PRUDENCIAL,1720120185.38,,,,,,,,sem variação material de PL
87,ENTREPAY IP - PRUDENCIAL,420664457.62,,,,,,,,sem variação material de PL
103,SHPP BRASIL IP - PRUDENCIAL,232358191.61,,,,,,,,sem variação material de PL
