Rank_PL_Dez25,Instituição,PL_202512,PL_202601,PL_202602,PL_202603,Delta_PL_Dez25_Jan26,Delta_PL_Jan26_Fev26,Delta_PL_Fev26_Mar26,Delta_PL_Dez25_Mar26,Delta_PL_pct_Dez25_Mar26,Maior_Mes_Aumento_PL,LL_Mensal_Jan26,LL_Mensal_Fev26,LL_Mensal_Mar26,LL_202603,Proxy_Capital_Outras_Jan26,Proxy_Capital_Outras_Fev26,Proxy_Capital_Outras_Mar26,Proxy_Capital_Outras_1T26,LL_202503,Delta_LL_Mar25_Mar26,Delta_LL_pct_Mar25_Mar26
88,CREDSYSTEM IP - PRUDENCIAL,415214665.23,466412977.39,466412977.39,466412977.39,51198312.15999997,0.0,0.0,51198312.15999997,0.1233056451212764,Dez25->Jan26,17956369.599999994,12400051.409999996,13981827.00000003,44338248.01000002,33241942.559999973,-12400051.409999996,-13981827.00000003,6860064.149999946,33132654.800000012,11205593.210000008,0.3382039042038975
86,BANQI IP - PRUDENCIAL,430588886.11,467940600.99,466825871.74,480124534.72,37351714.879999995,-1114729.25,13298662.98000002,49535648.610000014,0.11504163300059127,Dez25->Jan26,2326354.8499999978,3535812.169999998,13298187.310000017,19160354.330000013,35025360.03,-4650541.419999998,475.67000000178814,30375294.28,4436094.439999998,14724259.890000015,3.3191944150765247
83,BNY MELLON - PRUDENCIAL,517255517.77,563076893.47,563368096.56,564727025.22,45821375.70000005,291203.08999991417,1358928.6600000858,47471507.45000005,0.09177573910600306,Dez25->Jan26,-3761964.5600000024,2449403.580000013,6410691.089999974,5098130.1099999845,49583340.26000005,-2158200.490000099,-5051762.429999888,42373377.34000006,2442910.480000019,2655219.6299999654,1.0869082808142625
74,INDUSTRIAL DO BRASIL - PRUDENCIAL,676982450.7,744107694.02,743382842.67,722504114.66,67125243.31999993,-724851.3500000238,-20878728.00999999,45521663.95999992,0.06724201478624815,Dez25->Jan26,13028468.349999994,-2596887.869999975,2378205.339999974,12809785.819999993,54096774.96999994,1872036.5199999511,-23256933.349999964,32711878.139999926,18530485.01999998,-5720699.199999988,-0.3087182658103999
68,OMNI - PRUDENCIAL,882897997.95,925515004.58,925545415.17,926714767.73,42617006.629999995,30410.58999991417,1169352.560000062,43816769.77999997,0.04962834878064973,Dez25->Jan26,-9853800.840000033,-13439217.209999919,5121898.529999971,-18171119.51999998,52470807.47000003,13469627.799999833,-3952545.9699999094,61987889.29999995,405486.87000000477,-18576606.389999986,-45.8130898048555
85,RENDIMENTO - PRUDENCIAL,477450170.95,532624557.62,579636763.29,520711953.66,55174386.67000002,47012205.66999996,-58924809.629999936,43261782.71000004,0.09061004758657955,Dez25->Jan26,6516243.030000001,4261651.570000023,57433044.32999998,68210938.93,48658143.640000015,42750554.099999934,-116357853.95999992,-24949156.21999997,29804354.889999986,38406584.04000002,1.2886232291136177
76,MAGALUPAY IP - PRUDENCIAL,652078569.74,687102494.88,687769631.49,688508247.02,35023925.139999986,667136.6100000143,738615.5299999714,36429677.27999997,0.05586700586483833,Dez25->Jan26,3205562.4399999976,7848778.74000001,3885297.049999982,14939638.22999999,31818362.699999988,-7181642.129999995,-3146681.5200000107,21490039.049999982,14033551.51000002,906086.719999969,0.0645657458380589
92,SENFFNET IP - PRUDENCIAL,361985903.65,395269405.63,397089409.33,396934374.36,33283501.98000002,1820003.699999988,-155034.969999969,34948470.71000004,0.09654649630719132,Dez25->Jan26,4491279.189999998,-479355.61999994516,1511540.8099999428,5523464.379999995,28792222.79000002,2299359.3199999332,-1666575.7799999118,29425006.330000043,20376049.86,-14852585.480000004,-0.7289236913950113
57,RODOBENS - PRUDENCIAL,1692078410.94,1734807947.23,1733611795.79,1723046186.37,42729536.28999996,-1196151.4400000572,-10565609.420000076,30967775.42999983,0.018301619611585437,Dez25->Jan26,23967885.859999985,17023379.610000014,19548931.150000006,60540196.620000005,18761650.429999977,-18219531.05000007,-30114540.570000082,-29572421.190000176,56353441.82999998,4186754.7900000215,0.07429457108636062
116,BANCO AFINZ BM - PRUDENCIAL,158067175.97,172968839.61,173000904.6,188095413.04,14901663.640000015,32064.989999979734,15094508.439999998,30028237.069999993,0.18997136429956296,Fev26->Mar26,-13417014.639999986,-14495433.74000001,-19928384.430000007,-47840832.81,28318678.28,14527498.72999999,35022892.870000005,77869069.88,1820132.7600000054,-49660965.57000001,-27.2842545672327
99,BCO GUANABARA S.A. - PRUDENCIAL,253651963.22,282975564.51,282978076.29,282980588.07,29323601.28999999,2511.7800000309944,2511.7799999713898,29328624.849999994,0.1156254596955845,Dez25->Jan26,6812743.629999999,4757666.010000009,8512328.769999988,20082738.409999996,22510857.659999993,-4755154.229999978,-8509816.990000017,9245886.439999998,10413283.840000004,9669454.569999993,0.928569192828224
122,AVANCARD PROVER IP - PRUDENCIAL,128567722.72,165723406.87,160723406.87,155723406.87,37155684.150000006,-5000000.0,-5000000.0,27155684.150000006,0.21121696468981377,Dez25->Jan26,1194665.9300000002,987491.0499999998,1166417.3400000003,3348574.3200000003,35961018.220000006,-5987491.05,-6166417.34,23807109.830000006,,,
125,EAGLE SCD - PRUDENCIAL,111046517.05,115044254.67,116113913.99,137700299.17,3997737.620000005,1069659.3199999928,21586385.179999992,26653782.11999999,0.24002357595780163,Fev26->Mar26,3529665.879999999,4014927.990000002,-8248056.930000003,-703463.0600000024,468071.7400000058,-2945268.6700000092,29834442.109999996,27357245.179999992,20699897.439999998,-21403360.5,-1.0339838910815398
64,SOFISA - PRUDENCIAL,1083906369.21,1121863412.41,1110470518.46,1110488040.89,37957043.20000005,-11392893.950000048,17522.430000066757,26581671.680000067,0.024523955606399833,Dez25->Jan26,5762604.149999976,4034173.9499999285,28860136.48000002,38656914.57999992,32194439.05000007,-15427067.899999976,-28842614.049999952,-12075242.899999857,52817539.899999976,-14160625.320000052,-0.2681045983362822
75,BMW - PRUDENCIAL,674877158.93,700921397.82,700921397.82,700921397.82,26044238.890000105,0.0,0.0,26044238.890000105,0.0385910806809532,Dez25->Jan26,5808606.549999997,8927487.13000001,13822014.089999974,28558107.76999998,20235632.340000108,-8927487.13000001,-13822014.089999974,-2513868.879999876,22020210.399999976,6537897.370000005,0.2969044006046378
109,BANCO B3 - PRUDENCIAL,196542865.82,226214794.33,226176280.24,221391340.09,29671928.51000002,-38514.090000003576,-4784940.150000006,24848474.27000001,0.12642776000201913,Dez25->Jan26,5488328.75,3972254.759999998,9029070.350000001,18489653.86,24183599.76000002,-4010768.8500000015,-13814010.500000007,6358820.410000011,14325833.709999979,4163820.150000021,0.29065115750251347
50,SUMUP IP - PRUDENCIAL,2184505581.55,2200277910.46,2201495695.12,2209257402.92,15772328.909999847,1217784.6599998474,7761707.800000191,24751821.369999886,0.011330628577491392,Dez25->Jan26,7632852.590000004,1471259.1200000048,-3802683.650000006,5301428.060000002,8139476.319999844,-253474.46000015736,11564391.450000197,19450393.309999883,5044045.519999981,257382.54000002146,0.051027005799111506
112,GAZINCRED SCFI - PRUDENCIAL,185014244.04,210522671.57,209265025.26,207862563.66,25508427.53,-1257646.3100000024,-1402461.599999994,22848319.620000005,0.12349492191022983,Dez25->Jan26,4347638.129999999,5424725.670000002,6027863.819999997,15800227.619999997,21160789.400000002,-6682371.980000004,-7430325.419999991,7048092.000000007,14482034.619999997,1318193.0,0.09102263836460849
108,STONEX DTVM - PRUDENCIAL,199024104.0,217869978.51,217869978.51,217869978.51,18845874.50999999,0.0,0.0,18845874.50999999,0.09469141742750914,Dez25->Jan26,2537674.6400000006,-1002223.5999999978,7421690.539999995,8957141.579999998,16308199.86999999,1002223.5999999978,-7421690.539999995,9888732.929999992,5631458.099999994,3325683.480000004,0.5905545989945318
60,NEON PAGAMENTOS IP - PRUDENCIAL,1325500938.58,1347221830.51,1346221639.73,1343063244.93,21720891.930000067,-1000190.7799999714,-3158394.7999999523,17562306.350000143,0.013249561610129466,Dez25->Jan26,-1254678.6000000238,21256695.03999996,18098742.950000167,38100759.390000105,22975570.53000009,-22256885.819999933,-21257137.75000012,-20538453.03999996,-28895515.109999895,66996274.5,2.318570001086935
39,BNP PARIBAS - PRUDENCIAL,4607532552.18,4679147528.29,4680269517.04,4624389448.27,71614976.10999966,1121988.75,-55880068.769999504,16856896.090000153,0.0036585517083377976,Dez25->Jan26,2196943.4800014496,-6733142.550001144,64239071.12000275,59702872.05000305,69418032.6299982,7855131.300001144,-120119139.89000225,-42845975.9600029,83510859.95999908,-23807987.909996033,-0.28508852526964557
81,YAMAHA MOTOR - PRUDENCIAL,566981686.25,584081205.42,581739078.47,582573252.0,17099519.169999957,-2342126.9499999285,834173.5299999714,15591565.75,0.02749924050126231,Dez25->Jan26,1232202.1200000048,3763768.3600000143,16391841.220000029,21387811.700000048,15867317.049999952,-6105895.309999943,-15557667.690000057,-5796245.950000048,-19848717.100000024,41236528.80000007,2.0775412633595356
113,BANCO BARI DE INVESTIMENTO E FINANCI. - PRUDENCIAL,184738493.27,201832018.75,200710750.38,200097578.72,17093525.47999999,-1121268.3700000048,-613171.6599999964,15359085.449999988,0.08313960549387124,Dez25->Jan26,1879436.4999999963,2626753.459999997,5086634.859999999,9592824.819999993,15214088.979999993,-3748021.830000002,-5699806.519999996,5766260.629999995,7400864.079999998,2191960.7399999946,0.29617632702153274
100,STARK SCD - PRUDENCIAL,249023149.0,265405364.68,265447076.81,263430377.86,16382215.680000007,41712.12999999523,-2016698.949999988,14407228.860000014,0.05785497821329058,Dez25->Jan26,2970819.09,-106545.73999999836,1522186.5500000045,4386459.900000006,13411396.590000007,148257.8699999936,-3538885.4999999925,10020768.960000008,4406675.630000003,-20215.72999999672,-0.0045875239516997785
77,BCO ABN AMRO CLEARING - PRUDENCIAL,595810619.3,607894231.41,607906298.45,608065734.79,12083612.110000014,12067.040000081062,159436.33999991417,12255115.49000001,0.020568810110162483,Dez25->Jan26,3817477.200000003,3143868.719999984,4414210.210000008,11375556.129999995,8266134.910000011,-3131801.679999903,-4254773.870000094,879559.3600000143,9599364.940000027,1776191.1899999678,0.18503215588759175
101,BBC S.A. - PRUDENCIAL,248416888.13,253872369.5,253872369.5,260621121.5,5455481.370000005,0.0,6748752.0,12204233.370000005,0.049128034176216556,Fev26->Mar26,147995.1000000015,996796.0399999991,1077186.3399999887,2221977.4799999893,5307486.270000003,-996796.0399999991,5671565.660000011,9982255.890000015,-3054934.4900000095,5276911.969999999,1.7273404674546662
91,ASAAS GESTAO FINANCEIRA IP - PRUDENCIAL,365935575.01,377165130.5,377165130.5,377165130.5,11229555.49000001,0.0,0.0,11229555.49000001,0.030687247310385544,Dez25->Jan26,202652.8200000003,-799185.5800000057,5555949.800000027,4959417.040000021,11026902.67000001,799185.5800000057,-5555949.800000027,6270138.449999988,3052466.6600000113,1906950.3800000101,0.6247243925671585
123,CALCARD IP - PRUDENCIAL,124140206.63,134675461.53,134677047.39,134682963.77,10535254.900000006,1585.8599999845028,5916.380000025034,10542757.140000015,0.08492620905185629,Dez25->Jan26,-2303033.16,-815478.6600000001,2250022.1999999955,-868489.6200000048,12838288.060000006,817064.5199999847,-2244105.8199999705,11411246.76000002,3999463.8599999994,-4867953.480000004,-1.217151510902765
124,TULLETT PREBON BRASIL S.A. CTVM - PRUDENCIAL,116468253.88,126539248.74,126658290.18,126790086.08,10070994.86,119041.44000001252,131795.89999999106,10321832.200000003,0.08862356784909672,Dez25->Jan26,827117.7199999988,659652.950000003,2072485.8900000006,3559256.5600000024,9243877.14,-540611.5099999905,-1940689.9900000095,6762575.640000001,2926786.6399999857,632469.9200000167,0.2160970367146475
97,CREDI SHOP S.A. - PRUDENCIAL,290610109.19,299540314.76,299540314.76,299540314.76,8930205.569999993,0.0,0.0,8930205.569999993,0.03072916353423016,Dez25->Jan26,2693957.1400000006,1495661.5,-100435.16999999434,4089183.4700000063,6236248.429999992,-1495661.5,100435.16999999434,4841022.099999987,5331792.579999998,-1242609.109999992,-0.23305653611903868
82,BCO TRIANGULO S.A. - PRUDENCIAL,528933101.54,541410133.24,539770130.38,537695332.8,12477031.699999988,-1640002.8600000143,-2074797.580000043,8762231.25999993,0.016565859150218635,Dez25->Jan26,-5779869.400000006,-1459604.0,1622903.8900000155,-5616569.50999999,18256901.099999994,-180398.8600000143,-3697701.4700000584,14378800.769999921,8329197.539999992,-13945767.049999982,-1.6743230044703679
117,WISE BRASIL CC - PRUDENCIAL,156177334.45,161870441.12,162878140.78,164002394.92,5693106.670000017,1007699.6599999964,1124254.1399999857,7825060.469999999,0.05010368820518693,Dez25->Jan26,1269989.330000013,355489.09999993443,9375611.190000057,11001089.620000005,4423117.340000004,652210.560000062,-8251357.0500000715,-3176029.150000006,2270846.2400000095,8730243.379999995,3.8444889954328034
107,GENIAL - PRUDENCIAL,205906687.03,212789014.46,212733698.2,212748915.3,6882327.430000007,-55316.260000020266,15217.100000023842,6842228.270000011,0.033229752606349874,Dez25->Jan26,-5817013.680000007,-38737470.70000002,-3166201.9600000083,-47720686.34000003,12699341.110000014,38682154.44,3181419.060000032,54562914.610000044,-7304367.189999998,-40416319.150000036,-5.533171881793096
111,WESTERN UNION - PRUDENCIAL,193524732.8,200303824.1,200303824.1,200303824.1,6779091.299999982,0.0,0.0,6779091.299999982,0.035029586151171174,Dez25->Jan26,893651.879999999,472968.2899999954,722265.5500000045,2088885.7199999988,5885439.419999983,-472968.2899999954,-722265.5500000045,4690205.579999983,1688240.6099999994,400645.1099999994,0.23731517156194906
78,AGENCIA FOMENTO EST RJ S.A. - PRUDENCIAL,591710811.18,594833599.2,594193703.05,594547343.64,3122788.0200001,-639896.1500000954,353640.5900000334,2836532.460000038,0.004793781702827731,Dez25->Jan26,1352415.83,3421626.0399999972,2340523.8900000043,7114565.760000002,1770372.1900001,-4061522.1900000926,-1986883.299999971,-4278033.2999999635,3604763.759999998,3509802.0000000037,0.9736565926861198
96,CAIXA GERAL - PRUDENCIAL,301518602.14,302477533.04,303018376.61,302430466.67,958930.9000000358,540843.5699999928,-587909.9399999976,911864.530000031,0.0030242397103467517,Dez25->Jan26,927224.9600000083,-4481950.319999993,-1511439.4700000584,-5066164.830000043,31705.940000027418,5022793.889999986,923529.5300000608,5978029.360000074,-656268.0999999046,-4409896.730000138,-6.71965730164361
89,EDENRED SOLUCOES E IP AHA - PRUDENCIAL,391588788.07,385062743.03,385062743.03,392024858.69,-6526045.040000021,0.0,6962115.660000026,436070.62000000477,0.0011135932214740869,Fev26->Mar26,31733283.240000002,-5051810.29999999,30070495.569999978,56751968.50999999,-38259328.28000002,5051810.29999999,-23108379.90999995,-56315897.889999986,-32986251.310000002,89738219.82,2.720473417141379
114,RECARGAPAY IP - PRUDENCIAL,184071757.35,182873771.23,182987190.22,183100788.69,-1197986.1200000048,113418.99000000954,113598.46999999881,-970968.6599999964,-0.005274946433818009,Fev26->Mar26,1420214.5200000107,700123.4699999988,5585995.650000036,7706333.640000045,-2618200.6400000155,-586704.4799999893,-5472397.180000037,-8677302.300000042,-3021270.9900000095,10727604.630000055,3.550692627542166
79,BR PARTNERS - PRUDENCIAL,584367790.39,590614930.73,590546385.41,582430435.37,6247140.340000033,-68545.32000005245,-8115950.039999962,-1937355.019999981,-0.003315300829135387,Dez25->Jan26,-4642098.070000052,-1742635.569999814,1127966.039999485,-5256767.6000003815,10889238.410000086,1674090.2499997616,-9243916.079999447,3319412.5800004005,4660816.620000124,-9917584.220000505,-2.127864069451469
120,CREDIARE CFI - PRUDENCIAL,142296610.55,138181631.47,138181631.47,138181631.47,-4114979.080000013,0.0,0.0,-4114979.080000013,-0.028918321132843122,Jan26->Fev26,-1418896.7300000004,5127068.500000004,-2185017.950000003,1523153.8200000003,-2696082.3500000127,-5127068.500000004,2185017.950000003,-5638132.900000013,1262045.8299999982,261107.9900000021,0.20689263717150624
90,CELCOIN IP - PRUDENCIAL,380628087.0,372420453.56,372716188.56,373917749.43,-8207633.439999998,295735.0,1201560.8700000048,-6710337.569999993,-0.017629643736721913,Fev26->Mar26,3195358.519999996,-11761369.579999998,-11638627.500000015,-20204638.560000017,-11402991.959999993,12057104.579999998,12840188.37000002,13494300.990000024,3741553.6400000006,-23946192.200000018,-6.400066524236711
115,BANCO PAULISTA - PRUDENCIAL,175683473.53,119672606.95,119732396.19,164809610.64,-56010866.58,59789.239999994636,45077214.44999999,-10873862.890000015,-0.06189462600842291,Fev26->Mar26,-4604050.259999998,-7457114.9499999955,-301384.4699999988,-12362549.679999992,-51406816.32,7516904.18999999,45378598.91999999,1488686.7899999768,-5501071.230000004,-6861478.449999988,-1.2472986011489953
70,DM SCFI - PRUDENCIAL,862693125.44,850018813.06,850216686.11,851255641.36,-12674312.380000114,197873.05000007153,1038955.25,-11437484.080000043,-0.013257882487665094,Fev26->Mar26,-9377288.75999999,3359786.0099999905,5477299.929999948,-540202.8200000525,-3297023.620000124,-3161912.959999919,-4438344.679999948,-10897281.25999999,,,
105,DOCK IP - PRUDENCIAL,213508155.14,200492960.21,200492960.21,200492960.21,-13015194.929999977,0.0,0.0,-13015194.929999977,-0.06095877190951208,Jan26->Fev26,-2890331.469999999,-71786.92000000179,-5577183.979999989,-8539302.36999999,-10124863.459999979,71786.92000000179,5577183.979999989,-4475892.5599999875,-8114757.680000007,-424544.6899999827,-0.05231760537302727
55,SCANIA - PRUDENCIAL,1724352300.35,1710004550.5,1710004550.5,1710004550.5,-14347749.849999905,0.0,0.0,-14347749.849999905,-0.008320660370324367,Jan26->Fev26,-1994530.7000000179,935109.7900000513,-4871732.159999967,-5931153.069999933,-12353219.149999887,-935109.7900000513,4871732.159999967,-8416596.779999971,20601629.320000052,-26532782.389999986,-1.2878972812233822
119,ZEMA CFI - PRUDENCIAL,150874631.14,137763329.94,136979469.94,136087274.41,-13111301.199999988,-783860.0,-892195.5300000012,-14787356.72999999,-0.09801088902930584,Jan26->Fev26,-941737.5200000033,1381675.3100000098,921943.2199999988,1361881.0100000054,-12169563.679999985,-2165535.31000001,-1814138.75,-16149237.739999995,11307935.719999999,-9946054.709999993,-0.8795641358668772
106,FATOR - PRUDENCIAL,211938092.92,250704910.78,250704910.78,195204910.78,38766817.860000014,0.0,-55500000.0,-16733182.139999986,-0.07895315990370942,Dez25->Jan26,944573.2100000009,-1588039.190000005,15379157.820000008,14735691.840000004,37822244.65000001,1588039.190000005,-70879157.82000001,-31468873.97999999,3539608.0700000003,11196083.770000003,3.1630857283021174
94,BANCO TRAVELEX - PRUDENCIAL,315158191.06,289713729.83,289717229.08,289671770.04,-25444461.23000002,3499.25,-45459.03999996185,-25486421.01999998,-0.0808686613356905,Jan26->Fev26,1197540.8799999952,-615929.4699999988,466114.54000002146,1047725.9500000179,-26642002.110000014,619428.7199999988,-511573.5799999833,-26534146.97,2568600.0699999332,-1520874.1199999154,-0.5921023431257458
73,FACTA S.A. CFI - PRUDENCIAL,734927489.93,714545449.39,709042258.22,703539067.05,-20382040.53999996,-5503191.169999957,-5503191.170000076,-31388422.879999995,-0.042709550683686724,Jan26->Fev26,-13469261.48999998,7778742.199999958,24452830.340000093,18762311.05000007,-6912779.049999982,-13281933.369999915,-29956021.51000017,-50150733.93000007,56816080.96999991,-38053769.91999984,-0.669771115330764
52,PAGUEVELOZ IP - PRUDENCIAL,1878467694.5,1888228267.76,1868091664.26,1845929059.86,9760573.25999999,-20136603.5,-22162604.400000095,-32538634.640000105,-0.017321902705737538,Dez25->Jan26,21665197.92,9645973.600000001,20931569.15,52242740.67,-11904624.660000011,-29782577.1,-43094173.550000094,-84781375.3100001,5469479.019999996,46773261.650000006,8.551684992111012
95,ANDBANK - PRUDENCIAL,309027497.25,269380552.09,269384555.26,271453241.57,-39646945.160000026,4003.1700000166893,2068686.3100000024,-37574255.68000001,-0.12158871302511579,Fev26->Mar26,-1751017.8200000077,-3096000.9100000113,-2043253.2599999905,-6890271.99000001,-37895927.34000002,3100004.080000028,4111939.569999993,-30683983.689999998,-1913111.0600000024,-4977160.930000007,-2.601605852406708
102,99PAY IP - PRUDENCIAL,245035961.14,206727601.95,206727601.95,206727601.95,-38308359.19,0.0,0.0,-38308359.19,-0.15633770248160728,Jan26->Fev26,15522784.760000005,1911989.6599999815,-14646635.779999971,2788138.6400000155,-53831143.95,-1911989.6599999815,14646635.779999971,-41096497.83000001,10248323.920000017,-7460185.280000001,-0.7279419872200906
80,HAITONG - PRUDENCIAL,579476653.66,537932788.83,538620372.67,537832740.39,-41543864.82999992,687583.8399999142,-787632.2799999714,-41643913.26999998,-0.07186469550925857,Jan26->Fev26,-5735735.300000012,-3002575.879999995,-693792.409999907,-9432103.589999914,-35808129.52999991,3690159.7199999094,-93839.87000006437,-32211809.680000067,13275147.389999866,-22707250.97999978,-1.7105083893158952
31,BCO COOPERATIVO SICREDI - PRUDENCIAL,5372922819.79,5316507908.71,5317170297.76,5317210185.89,-56414911.07999992,662389.0500001907,39888.13000011444,-55712633.89999962,-0.010369148370193254,Jan26->Fev26,5961031.869999886,19216098.60000038,37591567.6600008,62768698.13000107,-62375942.94999981,-18553709.55000019,-37551679.53000069,-118481332.03000069,-45219375.67000008,107988073.80000114,2.3880929844779737
98,IUGU IP - PRUDENCIAL,258028181.98,200955946.98,198849747.08,197329197.24,-57072235.0,-2106199.899999976,-1520549.8400000036,-60698984.73999998,-0.23524168668019688,Fev26->Mar26,37388.039999999106,-2777941.6999999955,1223151.6299999952,-1517402.0300000012,-57109623.04,671741.8000000194,-2743701.469999999,-59181582.70999998,-3849661.8100000024,2332259.780000001,0.6058349785276332
45,SCOTIABANK BRASIL - PRUDENCIAL,3207510383.16,3113022255.24,3112918643.97,3111135609.91,-94488127.92000008,-103611.26999998093,-1783034.0599999428,-96374773.25,-0.030046597434566294,Jan26->Fev26,84183034.98999977,-7679667.699999809,13527429.399998665,90030796.68999863,-178671162.90999985,7576056.429999828,-15310463.459998608,-186405569.93999863,45168841.79999924,44861954.88999939,0.99320578306261
93,HS FINANCEIRA - PRUDENCIAL,343357151.41,234878493.32,234878493.32,234878493.32,-108478658.09000003,0.0,0.0,-108478658.09000003,-0.31593533917826144,Jan26->Fev26,23221788.61,17181707.28999999,18574113.88000001,58977609.78,-131700446.70000003,-17181707.28999999,-18574113.88000001,-167456267.87000003,43316938.43000001,15660671.349999994,0.3615368933634951
33,UBS (BRASIL) - PRUDENCIAL,5066726370.02,4895310187.1,4894274883.95,4895411622.53,-171416182.92000008,-1035303.1500005722,1136738.5799999237,-171314747.49000072,-0.03381172279278316,Fev26->Mar26,259039.26999998093,-10186242.639999866,-43630472.69999981,-53557676.069999695,-171675222.19000006,9150939.489999294,44767211.27999973,-117757071.42000103,114775114.07000017,-168332790.13999987,-1.4666314340348676
48,BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL,2206882901.31,1950595319.28,1949173790.17,1950912332.59,-256287582.02999997,-1421529.109999895,1738542.4199998379,-255970568.72000003,-0.1159873813730926,Fev26->Mar26,-8703518.779999971,-31931802.430000067,15483344.30000019,-25151976.909999847,-247584063.25,30510273.32000017,-13744801.880000353,-230818591.81000018,-26074014.81000042,922037.9000005722,0.035362329381163585
19,STONE IP - PRUDENCIAL,8382441307.77,10239762453.7,10217742564.75,8122116707.32,1857321145.9300003,-22019888.950000763,-2095625857.4300003,-260324600.45000076,-0.03105594073276673,Dez25->Jan26,101475844.23000002,236020532.89999962,1846719871.0300002,2184216248.16,1755845301.7000003,-258040421.85000038,-3942345728.4600005,-2444540848.6100006,235991019.42000008,1948225228.7399998,8.255505796484089
56,COBUCCIO SCFI - PRUDENCIAL,1720120185.38,1753589929.41,1753569349.41,,33469744.02999997,-20580.0,,,,Dez25->Jan26,-261861825.25999996,-22293415.170000046,,,295331569.28999996,22272835.170000046,,,334651021.03999996,,
59,BOCOM - PRUDENCIAL,1430071978.55,1639197631.37,1629257175.0,,209125652.81999993,-9940456.369999886,,,,Dez25->Jan26,45297575.01000023,24162279.920000076,,,163828077.8099997,-34102736.28999996,,,81221388.54999924,,
87,ENTREPAY IP - PRUDENCIAL,420664457.62,,,,,,,,,,,,,,,,,,,,
103,SHPP BRASIL IP - PRUDENCIAL,232358191.61,,,,,,,,,,,,,,,,,,-9243253.689999998,,
